Page,Bridge,Type,Year_Built,Year_Demolished,Latitude,Longitude,River_Name,Photo_Path,Image_Source,Notes
37,David McCullough Bridge (Sixteenth Street Bridge),Arch,1923,,40.4515,-79.99067,Allegheny,Photos/Allegheny/Sixteenth_Street_1923.jpg,Todd Wilson,"The present Sixteenth Street Bridge was completed in 1923. The bridge was Pittsburgh’s first tied-arch bridge. Providing a higher clearance than its predecessor, the 1,996-foot bridge has long approaches over streets and railroad tracks at both ends. Civic bodies, such as Pittsburgh’s art commission, requested that architects oversee the bridge’s design, advocating that civic bridges should be not just functional, but also beautiful. Warren & Wetmore of New York, with associate engineer H.G. Balcom, was commissioned to design the bridge. It features monumental pylons holding bronze armillary spheres by sculptor Leo Lentilli. The bridge was renamed for Pittsburgh-born historian David McCullough in 2012."
36,First Allegheny Aqueduct,Aqueduct,1829,1845,40.448578,-79.995335,Allegheny,Photos/Allegheny/Allegheny_Aqueduct_1829.jpg,"Journal of the Franklin Institute, Vol. 34, 1842","Early westward transportation routes bypassed Pittsburgh—the 1818 National Road was south, and the 1825 Erie Canal was north. Pittsburgh leaders campaigned in the state legislature to build a canal to Philadelphia. Routes along the Allegheny River were surveyed. The north bank was deemed most suitable, necessitating a wooden aqueduct across the Allegheny River to Pittsburgh at Eleventh Street, built in 1829."
62,First B&O Railroad Bridge,Through Truss,1884,1915,40.398198,-79.931331,Monongahela,Photos/Monongahela/B_O_Railroad_1884.jpg,American Bridge Company,"A Monongahela River crossing was constructed for the Wheeling Branch of the Baltimore & Ohio Railroad between Hays and Glenwood in 1884 to connect its main line in Washington, Pennsylvania, with its Glenwood Yard and its line along the river."
34,First Fort Wayne Railroad Bridge,Wooden Covered Truss,1857,1864,40.44807,-79.996081,Allegheny,,,"The Ohio & Pennsylvania Railroad, chartered in 1848, was connected to Pittsburgh in 1857 via a wooden bridge over the Allegheny River. "
61,First Glenwood Bridge,Through Truss,1895,1968,40.397517,-79.935469,Monongahela,Photos/Monongahela/Glenwood_1895.jpg,"Allegheny County Department
of Public Works","The Glenwood Bridge Company was chartered to construct a bridge across the Monongahela River between Glenwood and Hays. Completed in 1895, the bridge  carried streetcars of the Second Avenue Traction Company (later Pittsburgh Railways Company). The bridge was built by the Penn Bridge Company of Beaver Falls. The main Pennsylvania-truss span was 517 feet long, one of the longest simple spans built anywhere at the time. The Glenwood Bridge carried trolleys until 1964. Frustrated by the lack of progress on its replacement, vandals damaged the wooden bridge deck in 1964, and protesting residents blocked the bridge for three days. The bridge was repaired and reopened until its replacement opened in 1968."
39,First Herr's Island Bridge,Through Truss,Unknown,1882,40.463968,-79.979174,Allegheny,Photos/Allegheny/Herrs_Island_Back_Channel_1882.jpg,"Bruce Cridlebaugh, pghbridges.com","Spanning the Allegheny’s back channel, Herr’s Island Bridge was the first vehicular bridge to the island. It was destroyed by flood in 1882 and replaced the following year."
45,First Highland Park Bridge,Through Truss,1902,1939,40.490456,-79.918727,Allegheny,Photos/Allegheny/Highland_Park_1902.jpg,Allegheny County Department of Public Works,"The first Highland Park Bridge, designed by Herman Laub, was constructed in 1902 between Pittsburgh and Sharpsburg. The bridge was 1,850 feet long, crossing over Sixmile Island in the Allegheny River. The main-channel span was a cantilever through truss and the back-channel span was a simple through truss. The bridge was replaced in 1939."
60,First Hot Metal Bridge,Through Truss,1887,1901,40.428366,-79.960593,Monongahela,Photos/Monongahela/Hot_Metal_1887.jpg,"Library 
of Congress, Prints & Photographs Division, HAER PA,2-PITBU,65C—6.","Iron was smelted at Eliza Furnaces, cast into pig, ferried across the Monongahela River, and reheated for production at Jones and Laughlin’s American Iron Works. The process was streamlined when a hot-metal bridge was constructed in 1887 to carry molten iron directly across the river. Its superstructure was replaced in 1901 and was widened with an upstream bridge in 1904."
48,First Monongahela Bridge,Wooden Covered Truss,1818,1845,40.435,-80.00204,Monongahela,Photos/Monongahela/Monongahela_1818.jpg,"Bruce Cridlebaugh, pghbridges.com","Pittsburgh's first river bridge was an 1818 Lewis Wernwag-designed covered bridge. It connected Pittsburgh to Sycamore Street, which climbed Mount Washington. Roebling’s Pennsylvania Canal Allegheny Aqueduct was under construction when Pittsburgh’s 1845 Great Fire burned the wooden Monongahela Bridge. Submitting the lowest reconstruction bid, Roebling fitted his suspension design atop the surviving piers."
29,First Ninth Street (Hand Street) Bridge,Wooden Covered Truss,1839,1890,40.4466,-79.99978,Allegheny,Photos/Allegheny/Ninth_Street_1839.jpg,"Bruce Cridlebaugh, pghbridges.com",The first Hand (Ninth) Street Bridge was an 1839 wooden covered bridge.
68,First Ohio Connecting Railroad Bridge,Through Truss,1890,1915,40.462884,-80.042851,Ohio,Photos/Ohio/Ohio_Connecting_Railroad_1890.jpg,Carnegie Library of Pittsburgh,"The Ohio Connecting Railroad Bridge over Brunot’s Island was completed in 1890 as part of a 
Pennsylvania Railroad project to bypass Pittsburgh’s congestion. Constructing a 523-foot main-
channel span with 65-foot-tall trusses 75 feet above the river required an innovative solution, since the river had to remain open for commercial navigation. The river’s main-channel span was built alongside Brunot’s Island and floated into place on barges.

The 1890 Ohio Connecting Railroad Bridge at Brunot’s Island was one of the longest bridges in America when it was built. It consisted of 29 spans, for a total length of over 4,500 feet. The railroad began to consider replacing and widening the bridge in 1910. "
53,First Panhandle Railroad Bridge,Through Truss,1863,1903,40.433188,-79.998048,Monongahela,Photos/Monongahela/Panhandle_1863.jpg,Carnegie Library of Pittsburgh,"Construction began on the Pittsburgh & Steubenville Railroad Monongahela River Bridge in 1856 and was completed in 1863. The bridge’s main span, built by Pittsburgh’s Keystone Bridge Company, consisted of a cast iron and wrought iron Whipple through truss with tubular members."
15,First Point Bridge,Suspension,1877,1927,40.440397,-80.013569,Monongahela,Photos/Point/Point_1877.jpg,Library of Congress,"The Point Bridge Company was chartered in December 1874 to span the Monongahela River. The company faced the challenge of satisfying navigational interests that controlled the Monongahela while designing an economical bridge. The resulting suspension bridge had an 800-foot main span and a vertical clearance of up to 83 feet above low water. Land at the Point had to be raised to form the bridge approach.  Unlike other suspension bridges, the catenaries were stiffened by trusses, allowing the bridge to be built for half the cost of comparable bridges. "
28,First Seventh Street Bridge,Suspension,1884,1925,40.446,-80.00141,Allegheny,Photos/Allegheny/Seventh_Street_1884.jpg,Carnegie Library of Pittsburgh,"By the 1880s, Pittsburgh and Allegheny City (now Pittsburgh's North Side) had grown to the point that investors felt there would be enough traffic for a crossing at Seventh Street to compete with
the bridges at Sixth Street and Ninth Street. The North Side Bridge Company hired Gustav Lindenthal, who was working on the 1883 Smithfield Street Bridge, to design the 1884 suspension
bridge.

When the War Department mandated the bridge’s demolition in the 1920s, its unusual design was considered historic. But, due to age and problems with anchorage slippage, the span was demolished before the adjacent Sixth and Ninth Street bridges."
44,First Sharpsburg Bridge,Wooden Covered Truss,1856,1900,40.491022,-79.93802,Allegheny,Photos/Allegheny/Sharpsburg_1856_Cridlebaugh.jpg,"Bruce Cridlebaugh, pghbridges.com","In 1856, a wooden covered bridge was constructed over the Allegheny River, connecting Sharpsburg with Collins Township, now part of Pittsburgh. Low in height and often blocked by busy railroad traffic, the bridge was replaced by a higher span in 1899–1900."
26,First Sixth Street (St. Clair Street) Bridge,Wooden Covered Truss,1819,1857,40.4456,-80.00336,Allegheny,Photos/Allegheny/Sixth_Street_1819.jpg,"Bruce Cridlebaugh, pghbridges.com","Pittsburgh’s first bridge over the Allegheny River was Lewis Wernwag’s 1819 covered bridge at St. Clair (Sixth) Street, owned by the Allegheny River Bridge Company."
56,First Tenth Street Bridge,Wooden Covered Truss,1861,1904,40.4326,-79.98926,Monongahela,Photos/Monongahela/Tenth_Street_1861.jpg,"Bruce Cridlebaugh, pghbridges.com",An 1861 covered bridge at present-day Tenth Street was Pittsburgh’s second Monongahela River crossing. It was replaced by a steel truss bridge in 1904.
39,First West Penn (Herr's Island) Railroad Bridge,Through Truss,1890,1903,40.460266,-79.981692,Allegheny,,,"Stockyards were constructed on Herr’s Island beginning in 1885. The West Penn Railroad extended a spur to the island in 1890. The Pennsylvania Railroad acquired West Penn in 1903, consolidated its East Liberty stockyards on the island, and replaced the bridge with a Pratt truss."
23,Fort Duquesne Bridge,Arch,1969,,40.444294,-80.009307,Allegheny,Photos/Point/Fort_Duquesne_1969.jpg,Todd Wilson,"The Fort Duquesne Bridge was designed to match the Fort Pitt Bridge. Construction on the Fort Duquesne Bridge began in 1958. Its arch and downtown-side ramps were mostly completed when this photograph was taken in 1962. The bridge became “The Bridge to Nowhere” in the 1960s until one of its North Side ramps was completed in 1969. The other was completed in 1986, and the envisioned highway connections were completed in 1991.

After over 40 years of planning, the Renaissance I vision for the Point was fulfilled with the completion of the Fort Duquesne Bridge in 1969 and Point State Park in 1974. The Point became part of Pittsburgh’s identity, a public space uniting engineering, urban planning, landscape architecture, and art.  "
21,Fort Pitt Bridge,Arch,1959,,40.438944,-80.01115,Monongahela,Photos/Point/Fort_Pitt_1959.jpg,Todd Wilson,"In order to develop the Point into a park, bridges needed to be replaced with ones located further from the Point. Double-decked bridges eliminated the need for intrusive flyover ramps. The innovative Fort Pitt Bridge was the first double-decked tied arch bridge and one of the earliest bridges designed with computer calculations. Upon its opening, Gov. David Lawrence noted, “As significant as it is a means of attacking the traffic problem, the bridge has a special importance as a testimonial to the rejuvenation of the City.”"
35,Fort Wayne Railroad Bridge,Through Truss,1904,,40.44807,-79.996081,Allegheny,Photos/Allegheny/Fort_Wayne_Railroad_1904.jpg,Todd Wilson,"To accommodate railroad expansion and heavier locomotives, the Fort Wayne Division hired the American Bridge Company to construct a new span in 1901. the 1904 Fort Wayne Railroad Bridge had two decks, separating local and through train traffic. In 1917, the War Department mandated that the bridge had to be raised 13 feet. Spans were simultaneously raised 3 to 15 inches per day over a period of six months to maintain uninterrupted rail traffic. Concrete pier caps reveal elevation differences."
61,Glenwood Bridge,Deck Truss,1968,,40.397517,-79.935469,Monongahela,Photos/Monongahela/Glenwood_1968.jpg,Todd Wilson,"The second Glenwood Bridge, designed by Richardson, Gordon & Associates, opened on December 20, 1968. It was planned for a highway that was never built. Truss members are formed of welded steel box sections, the first such use in the region. This method reduced weight by 16 percent."
40,Herr's Island (30th Street) Bridge,Steel Girder,1986,,40.463968,-79.979174,Allegheny,Photos/Allegheny/Herrs_Island_Back_Channel_1986.jpg,,"The current Herr's Island (30th Street) Bridge is a steel-girder bridge. It was built in 1986, when the island was redeveloped. (Pittsburgh Department of Public Works.)"
46,Highland Park Bridge,Deck Truss,1939,,40.489064,-79.912169,Allegheny,Photos/Allegheny/Highland_Park_1939.jpg,Todd Wilson,"The new Highland Park Bridge opened in June 1939. It was designed by Allegheny County and
funded through the Federal Emergency Administration of Public Works. The deck-cantilever truss
consists of five river spans, each 278 feet long. Since it was built near a lock, it was not required
to have a 400-foot main span, like other Allegheny River bridges built in Pittsburgh after 1917."
64,Homestead Grays Bridge (Pittsburgh-Homestead High Level Bridge),Deck Truss,1937,,40.410669,-79.918433,Monongahela,Photos/Monongahela/Homestead_Grays_1937.jpg,Todd Wilson,"Brown’s Bridge was replaced by the Pittsburgh-Homestead High Level Bridge in 1937. The bridges crossed the Monongahela River, lower Homestead, and the railroads. The new bridge was first to use the Wichert Self-Adjusting Truss, a flexible hinged diamond assembly at the piers. The bridge was designed by Allegheny County, funded by the Works Progress Administration, and built by American Bridge. The Homestead steel mills were demolished in the 1990s and replaced with the Waterfront mixed-use complex. In 2002, the bridge was renamed the Homestead Grays Bridge, after Homestead’s famous Negro League baseball team."
60,Hot Metal Bridge,Through Truss,1901,,40.428366,-79.960593,Monongahela,Photos/Monongahela/Hot_Metal_1901.jpg,Todd Wilson,"The 1901 Hot Metal Bridge (left) originally had a fireproof brick deck, replaced by steel plate in 1960 to lighten the bridge for heavier railcars. It was converted to pedestrian and bicycle use in 2007."
54,Liberty Bridge,Deck Truss,1928,,40.432878,-79.99673,Monongahela,Photos/Monongahela/Liberty_1928.jpg.jpg,Todd Wilson,Mount Washington formed a barrier to development south of Pittsburgh. The Liberty Bridge and Liberty Tunnel were constructed to create a high capacity vehicular route to the South Hills. The Liberty Bridge was the largest and most expensive bridge constructed over Pittsburgh’s rivers upon its completion in 1928.
16,Manchester Bridge,Through Truss,1915,1970,40.443853,-80.012428,Allegheny,Photos/Point/Manchester_1915.jpg.jpg,American Bridge Company,"The second generation of Point bridges began with the construction of the Manchester Bridge from 1911 to 1915 over the Allegheny River. This replaced the Union Bridge, which was demolished in 1907. The American Bridge Company constructed the northern span first, then the southern span. The two spans were constructed at different times in order to keep the river channel open for navigation.

The Manchester Bridge opened to traffic on August 8, 1915. It featured two 531-foot-long Pennsylvania truss spans, among the longest in America, and eight concrete-arch approach spans. The original plan called for stone portals to be built at each end of the trusses, allowing the trusses to be extended to end vertically. However, stone portals were determined to be too costly, so metal sculptures were added to the steel portals instead. The Pittsburgh side depicted pioneer scout Christopher Gist, Pittsburgh’s coat of arms, and Chief Guyasuta. The north side depicted a millworker and a coal miner."
71,McKees Rocks Bridge,Arch,1931,,40.47715,-80.0485,Ohio,Photos/Ohio/McKees_Rocks_1931.jpg,Todd Wilson,"As Pittsburgh expanded westward along the Lincoln Highway and McKees Rocks became an important manufacturing center, lack of transportation across the Ohio River became a concern.
In the early 1900s, no vehicular bridges existed between Pittsburgh’s Point and Sewickley, a distance of nearly 12 miles. After over two years of construction, the McKees Rocks Bridge was dedicated on August 19, 1931. The 5,900-foot-long bridge was one of the largest structures in the country. The bridge design paid tribute to New York City’s 1916 Hell Gate Bridge, which was believed to be the largest bridge constructed by Carnegie Steel when built. The McKees Rocks Bridge’s design is also similar to the Sydney Harbour Bridge, which opened seven months later."
37,Mechanic Street Bridge,Wooden Covered Truss,1837,1919,40.4515,-79.99067,Allegheny,Photos/Allegheny/Sixteenth_Street_1837.jpg,Carnegie Library of Pittsburgh,"Pittsburgh’s second vehicular bridge over the Allegheny River was the Mechanic (now Sixteenth)
Street Bridge, constructed in 1837. It was a covered wooden bridge owned by Northern Liberties
Bridge Company. It had to be rebuilt after an 1851 fire, and again following a flood in 1865. Such
events were common problems for wooden bridges. Deemed an obstruction to navigation in 1917, the bridge was destroyed by fire in 1919."
60,Monongahela Connecting Railroad Bridge,Through Truss,1904,,40.428366,-79.960593,Monongahela,Photos/Monongahela/Hot_Metal_1901.jpg,Todd Wilson,The 1904 Monongahela Connecting Railroad Bridge (right) carried intra-mill shipments and exports until it was closed in 1993 and converted to vehicular use in 2000.
69,Ohio Connecting Railroad Bridge,Through Truss,1915,,40.462884,-80.042851,Ohio,Photos/Ohio/Ohio_Connecting_Railroad_1915.jpg,Todd Wilson,"The Ohio Connecting Railroad began to consider replacing and widening the bridge over Brunot’s 
Island in 1910, but high costs prevented it from being done until 1913. The railroad had to be operational during construction, and the river had to be free from obstructions. Engineers realized the back-channel span could be built in halves to allow balanced cantilevered construction of the main-channel span. Once the main-channel span was completed, the back-channel halves were relocated and connected together. The widened Ohio Connecting Railroad Bridge was opened to double-tracked rail traffic in 1915."
53,Panhandle Railroad Bridge,Through Truss,1903,,40.433188,-79.998048,Monongahela,Photos/Monongahela/Panhandle_1904.jpg,Todd Wilson,"The Pittsburgh & Steubenville Railroad became Pennsylvania Railroad’s Panhandle Division, named for its route through West Virginia’s Panhandle. In 1903, the previous bridge was replaced with the current pin-connected Pennsylvania truss, built by the American Bridge Company. It was converted for light rail use in 1985."
42,Pittsburgh Junction Railroad Bridge (Back Channel),Through Truss,1884,,40.468389,-79.975644,Allegheny,Photos/Allegheny/Pittsburgh_Junction_Railroad_Back_Channel_1884.jpg,Todd Wilson,"When the Pittsburgh Junction Railroad replaced its Allegheny River main-channel span in 1921–1923, the new, higher bridge was built over Herr’s Island. The railroad retained its previous back-channel bridge to keep its connection to Herr’s Island. The skewed pin-connected Pratt through truss was likely constructed by the Iron City Bridge Works in 1884. The bridge was used until its railroad spur was abandoned around 1965."
42,Pittsburgh Junction Railroad Bridge (Main Channel),Through Truss,1884,1923,40.465589,-79.973513,Allegheny,,,"In 1884, the Pittsburgh Junction Railroad constructed its line across the Allegheny River to Herr’s Island, with separate bridges over main and back channels. The main-channel bridge was declared an obstruction to navigation in 1917. The American Bridge Company replaced it with a Warren truss bridge in 1921–1923. To provide nearly level grades for locomotives, the higher bridge stretched nearly 4,300 feet and crossed over Herr’s Island."
42,Pittsburgh Junction Railroad Bridge (Main Channel),Through Truss,1923,,40.465589,-79.973513,Allegheny,Photos/Allegheny/Pittsburgh_Junction_Railroad_Main_Channel_1923.jpg,American Bridge Company,"In 1884, the Pittsburgh Junction Railroad constructed its line across the Allegheny River to Herr’s Island, with separate bridges over main and back channels. The main-channel bridge was declared an obstruction to navigation in 1917. The American Bridge Company replaced it with a Warren truss bridge in 1921–1923. To provide nearly level grades for locomotives, the higher bridge stretched nearly 4,300 feet and crossed over Herr’s Island."
33,Rachel Carson Bridge (Ninth Street Bridge),Suspension,1928,,40.4466,-79.99978,Allegheny,Photos/Allegheny/Ninth_Street_Rachel_Carson_1928.jpg,Todd Wilson,"In 1917, the US secretary of war mandated the replacement of low Allegheny River Bridges, including the Sixth, Seventh, and Ninth Street Bridges. The Municipal Art Commission vetoed initial designs, preferring three identical suspension bridges that minimized structural members above the bridge decks, preserving views of the city from the bridges.

Previous Allegheny River suspension bridges had experienced problems with cable slippage at
their anchorages. With buildings and an elevated railroad along the Allegheny’s downtown side, deep excavation for anchorages was unpractical. County engineers chose a self-anchored suspension design, never before tried in America, but similar to the 1915 Cologne-Deutz Bridge
in Germany. The American Bridge Company built the bridges as cantilevered trusses, keeping the river channel clear for navigation.

The Sixth Street Bridge was completed in 1928 and the Seventh and Ninth Street bridges in 1926. Known as the “Three Sisters,” the bridges have received many awards and commendations and have been featured in movies.

They are now named after baseball legend Roberto Clemente, artist Andy Warhol, and environmentalist Rachel Carson."
44,Robert D. Fleming Bridge (62nd Street Bridge),Deck Truss,1962,,40.491022,-79.93802,Allegheny,Photos/Allegheny/Robert_Fleming_1962.jpg,Todd Wilson,"The 62nd Street Bridge was completed in July 1962. It is a cantilevered Warren deck truss 
with a 400-foot main span and a total length of 2,016 feet. The bridge was built as part of a larger
project to upgrade Route 8 and Route 28, bypassing the boroughs of Etna and Sharpsburg. It was
named after Robert D. Fleming, a politician from Sharpsburg who served for over 30 years."
33,Roberto Clemente Bridge (Sixth Street Bridge),Suspension,1928,,40.4456,-80.00336,Allegheny,Photos/Allegheny/Sixth_Street_Roberto_Clemente_1928.jpg,Todd Wilson,"In 1917, the US secretary of war mandated the replacement of low Allegheny River Bridges, including the Sixth, Seventh, and Ninth Street Bridges. The Municipal Art Commission vetoed initial designs, preferring three identical suspension bridges that minimized structural members above the bridge decks, preserving views of the city from the bridges.

Previous Allegheny River suspension bridges had experienced problems with cable slippage at
their anchorages. With buildings and an elevated railroad along the Allegheny’s downtown side, deep excavation for anchorages was unpractical. County engineers chose a self-anchored suspension design, never before tried in America, but similar to the 1915 Cologne-Deutz Bridge
in Germany. The American Bridge Company built the bridges as cantilevered trusses, keeping the river channel clear for navigation.

The Sixth Street Bridge was completed in 1928 and the Seventh and Ninth Street bridges in 1926. Known as the “Three Sisters,” the bridges have received many awards and commendations and have been featured in movies.

They are now named after baseball legend Roberto Clemente, artist Andy Warhol, and environmentalist Rachel Carson."
36,Second Allegheny Aqueduct,Aqueduct,1845,1861,40.448578,-79.995335,Allegheny,Photos/Allegheny/Allegheny_Aqueduct_1845.jpg,Rensselaer Polytechnic Institute Archives,"Canal engineer John Roebling pioneered the technique of twisting strands of wire into rope. He designed a low-cost replacement bridge for the maintenance-intensive Allegheny Aqueduct using wire rope, and he successfully lobbied the canal company to build the bridge. He invented a mechanized process to band wire ropes together into cables to improve rigidity. Roebling’s 1845 aqueduct was an immediate success, launching his renowned bridge-engineering career.

Once the railroad arrived in Pittsburgh, and the Fort Wayne Railroad Bridge was built just downstream, the aqueduct became obsolete. It was demolished in 1861."
34,Second Fort Wayne Railroad Bridge,Lattice Girder,1864,1904,40.44807,-79.996081,Allegheny,Photos/Allegheny/Fort_Wayne_Railroad_1864.jpg,Carnegie Library of Pittsburgh,"The Ohio & Pennsylvania Railroad, chartered in 1848, was connected to Pittsburgh in 1857 via a wooden bridge over the Allegheny River. The company became the Pittsburgh, Fort Wayne & Chicago Railway, which replaced the wooden bridge in 1864 with a wrought iron lattice-girder (pictured). By 1900, the bridge had to be replaced, because it could not carry the heavier locomotives. The superstructure was shifted to temporary piers built next to the bridge so rail traffic could continue while its replacement was constructed from 1901 to 1904."
40,Second Herr's Island Bridge,Through Truss,1883,1939,40.463968,-79.979174,Allegheny,Photos/Allegheny/Herrs_Island_Back_Channel_1883.jpg,Carnegie Library of Pittsburgh,"After the first Herr's Island Bridge was destroyed by flood in 1882, it was replaced the following year by a camelback Pennsylvania truss bridge (left) designed by the Pittsburgh Bridge Company. The bridge was raised in 1902 and rehabilitated in 1924. The Federal Emergency Administration of Public Works funded construction of a new structure (right) in 1938–1939."
48,Second Monongahela Bridge,Suspension,1846,1883,40.435,-80.00204,Monongahela,Photos/Monongahela/Monongahela_1846.jpg,Carnegie Library of Pittsburgh,The original 1818 wooden covered bridge at Smithfield Street burned in Pittsburgh’s Great Fire of 1845. John Roebling was hired to design its replacement by fitting an iron suspension bridge atop the previous bridge’s piers. It was Roebling’s first vehicular suspension bridge.
29,Second Ninth Street Bridge,Through Truss,1890,1925,40.4466,-79.99978,Allegheny,Photos/Allegheny/Ninth_Street_1890.jpg,Carnegie Library of Pittsburgh,"Pleasant Valley Electric Street Railway Company needed to replace the existing wooden bridge's superstructure with stronger steel trusses to carry electric trolleys. Ferris, Kaufman & Company designed the Baltimore truss superstructure (pictured) in 1890. A year later, Ferris began designing the Ferris wheel, which debuted in 1893.

The 1890 Hand (Ninth) Street metal-truss bridge was constructed around the 1839 covered 
bridge to maintain traffic and toll revenue during construction. The new bridge was 12 inches
higher—not enough to solve navigation issues. Demolition was not supposed to occur until after
the new Seventh Street Bridge opened, but the original 1839 piers were rapidly deteriorating. 
Demolition began early in 1925."
